field_organization_name,field_address_1,field_city,field_state,Zip,field_phone,field_latitude,field_longitude,title,field_school_type,field_type
Geara Group/Educational Developmental Center,3001 5th Ave,Richmond,VA,23222,(804) 228-2600,37.5679,-77.4147,Geara Group/Educational Developmental Center,private,school
Kenston Forest School,75 Ridge Rd,Blackstone,VA,23824,(434) 292-7218,37.064,-77.999,Kenston Forest School,private,school
Leesburg Christian School,21336 Evergreen Mills Rd,Leesburg,VA,20175,(703) 777-4220,39.0306,-77.5807,Leesburg Christian School,private,school
Massanutten Military Academy,614 S Main St,Woodstock,VA,22664,(540) 459-2167,38.8762,-78.5104,Massanutten Military Academy,private,school
Nansemond-Suffolk Academy,3373 Pruden Blvd,Suffolk,VA,23434,(757) 539-8789,36.7756,-76.6205,Nansemond-Suffolk Academy,private,school
Oak Hill Academy,2635 Oak Hill Rd,Mouth of Wilson,VA,24363,(276) 579-2619,36.5989,-81.3387,Oak Hill Academy,private,school
Fuqua School,605 Fuqua Dr,Farmville,VA,23901,(434) 392-4131,37.2941,-78.384,Fuqua School,private,school
Richmond Christian School,6511 Belmont Rd,Chesterfield,VA,23832,(804) 276-3193,37.449,-77.5167,Richmond Christian School,private,school
Southampton Academy,26495 Old Plank Rd,Courtland,VA,23837,(757) 653-2512,36.7027,-77.0579,Southampton Academy,private,school
Sweethaven Christian Academy,5000 W Norfolk Rd,Portsmouth,VA,23703,(757) 484-4082,36.8686,-76.3795,Sweethaven Christian Academy,private,school
Temple Christian School,4467 S. Amherst Hwy,Madison Heights,VA,24572,(434) 846-0024,37.4521,-79.1169,Temple Christian School,private,school
Miller School of Albemarle,1000 Samuel Miller Loop,Charlottesville,VA,22903,(434) 823-4805,38.0066,-78.7016,Miller School of Albemarle,private,school
Trinity Episcopal School,3850 Pittaway Road,Richmond,VA,23235,(804) 272-5864,37.5492,-77.5941,Trinity Episcopal School,private,school
Alliance Christian Schools,5809 Portsmouth Blvd,Portsmouth,VA,23701,(757) 488-5552,36.819,-76.384,Alliance Christian Schools,private,school
Berea Christian School,1351 Garbers Church Rd,Harrisonburg,VA,22801,(540) 432-0007,38.4353,-78.9113,Berea Christian School,private,school
Hargrave Military Academy,200 Military Dr,Chatham,VA,24531,(434) 432-2481,36.8319,-79.4017,Hargrave Military Academy,private,school
Mountain Mission School,1760 Edgewater Dr,Grundy,VA,24614,(276) 935-2954,37.2819,-82.0889,Mountain Mission School,private,school
Broadway Christian School,301 N 15th Ave,Hopewell,VA,23860,(804) 458-5370,37.303,-77.3006,Broadway Christian School,private,school
Blue Ridge School,273 Mayo Dr,St. George,VA,22935,(434) 992-0512,38.2658,-78.5562,Blue Ridge School,private,school
Tabernacle Baptist Academy,717 Whitehurst Landing Rd,Virginia Beach,VA,23464,(757) 424-4673,36.8183,-76.1828,Tabernacle Baptist Academy,private,school
Denbigh Baptist Christian School,13010 Mitchell Point Rd,Newport News,VA,23602,(757) 249-2654,37.1067,-76.5104,Denbigh Baptist Christian School,private,school
Dooley School,8000 Brook Rd,Richmond,VA,23227,(804) 553-3291,37.6318,-77.4609,Dooley School,private,school
Little Keswick School,500 Little Keswick Ln,Keswick,VA,22947,(434) 295-0457,38.0211,-78.3581,Little Keswick School,private,school
Richmond Academy,12285 Patterson Ave,Richmond,VA,23238,(804) 784-0036,37.5967,-77.6301,Richmond Academy,private,school
Shenandoah Valley Academy,234 W Lee Hwy,New Market,VA,22844,(540) 740-3161,38.6496,-78.6898,Shenandoah Valley Academy,private,school
Bellarmine Preparatory School,2300 S Washington St,Tacoma,WA,98405,(253) 752-7701,47.2373,-122.486,Bellarmine Preparatory School,private,school
O'Dea High School,802 Terry Avenue,Seattle,WA,98104,(206) 622-6596,47.6078,-122.325,O'Dea High School,private,school
Bishop Blanchet High School,8200 Wallingford Ave N,Seattle,WA,98103,(206) 527-7711,47.6897,-122.335,Bishop Blanchet High School,private,school
Forest Ridge School of the Sacred Heart,4800 139th Ave SE,Bellevue,WA,98006,(425) 641-0700,47.5588,-122.156,Forest Ridge School of the Sacred Heart,private,school
Desales Catholic High School,919 E Sumach St,Walla Walla,WA,99362,(509) 525-3030,46.0766,-118.333,Desales Catholic High School,private,school
Northwest Christian School,5104 E Bernhill Rd,Colbert,WA,99005,(509) 238-4005,47.8265,-117.332,Northwest Christian School,private,school
Kingspoint Christian School,7900 W Court St,Pasco,WA,99301,(509) 547-6498,46.2421,-119.195,Kingspoint Christian School,private,school
Hillside Student Community School,5027 159th Pl SE,Bellevue,WA,98006,(425) 747-6448,47.5565,-122.126,Hillside Student Community School,private,school
Bellevue Christian School,1601 98th Ave NE,Clyde Hill,WA,98004,(425) 454-4402,47.6256,-122.211,Bellevue Christian School,private,school
Charles Wright Academy,7723 Chambers Creek Rd W,Tacoma,WA,98467,(253) 620-8373,47.2027,-122.542,Charles Wright Academy,private,school
Annie Wright Schools,827 N Tacoma Ave,Tacoma,WA,98403,(253) 272-2216,47.2696,-122.459,Annie Wright Schools,private,school
Tacoma Baptist Schools,2052 S 64th St,Tacoma,WA,98409,(253) 475-7226,47.1986,-122.467,Tacoma Baptist Schools,private,school
University Prep,8000 25th Ave NE,Seattle,WA,98115,(206) 832-1130,47.687,-122.3,University Prep,private,school
The Overlake School,20301 NE 108th St,Redmond,WA,98053,(425) 868-1000,47.694,-122.07,The Overlake School,private,school
Christian Life School,4205 Lacey Blvd SE,Lacey,WA,98503,(360) 491-0654,47.0378,-122.832,Christian Life School,private,school
Life Christian School,1717 S Union Ave,Tacoma,WA,98405,(253) 756-2468,47.2447,-122.483,Life Christian School,private,school
Riverview Baptist Christian Schools,4921 W Wernett Rd,Pasco,WA,99301,(509) 547-4564,46.2487,-119.156,Riverview Baptist Christian Schools,private,school
The Bush School,3400 E Harrison St,Seattle,WA,98112,(206) 322-7978,47.6229,-122.29,The Bush School,private,school
Riverside Christian School,721 Keys Rd,Yakima,WA,98901,(509) 965-2602,46.5979,-120.459,Riverside Christian School,private,school
Evergreen Lutheran High School,7306 Waller Rd E,Tacoma,WA,98443,(253) 946-4488,47.1908,-122.391,Evergreen Lutheran High School,private,school
Palisades Christian Academy,1115 N Government Way,Spokane,WA,99224,(509) 325-1985,47.6663,-117.471,Palisades Christian Academy,private,school
Lewis County Adventist School,2102 S. Scheuber Rd.,Chehalis,WA,98532,(360) 748-3213,46.6619,-123.013,Lewis County Adventist School,private,school
Auburn Adventist Academy,5000 Auburn Way S,Auburn,WA,98092,(253) 939-5000,47.2809,-122.164,Auburn Adventist Academy,private,school
Columbia Adventist Academy,11100 NE 189th St,Battle Ground,WA,98604,(360) 687-3161,45.7593,-122.559,Columbia Adventist Academy,private,school
Colville Valley Junior Academy,139 E Cedar Loop,Colville,WA,99114,(509) 684-6830,48.5312,-117.894,Colville Valley Junior Academy,private,school
Skagit Adventist Academy,530 N Section St,Burlington,WA,98233,(360) 755-9261,48.4798,-122.313,Skagit Adventist Academy,private,school
Tri-City Adventist School,4115 W Henry St,Pasco,WA,99301,(509) 547-8092,46.2384,-119.145,Tri-City Adventist School,private,school
Upper Columbia Academy - High School,3025 E Spangle Waverly Rd,Spangle,WA,99031,(509) 245-3600,47.4146,-117.366,Upper Columbia Academy - High School,private,school
Walla Walla Valley Academy,300 SW Academy Way,College Place,WA,99324,(509) 525-1050,46.0466,-118.402,Walla Walla Valley Academy,private,school
Cascade Christian Academy,600 N Western Ave,Wenatchee,WA,98801,(509) 662-2723,47.4309,-120.348,Cascade Christian Academy,private,school
St Joseph Catholic High School,600 13th St,Huntington,WV,25701,(304) 525-5096,38.4189,-82.4357,St Joseph Catholic High School,private,school
Central Catholic High School,75 14th St,Wheeling,WV,26003,(304) 233-1660,40.0666,-80.7198,Central Catholic High School,private,school
Weirton Madonna High School,150 Michael Way,Weirton,WV,26062,(304) 723-0545,40.4095,-80.5513,Weirton Madonna High School,private,school
Parkersburg Catholic High School,3201 Fairview Ave,Parkersburg,WV,26104,(304) 485-6341,39.2812,-81.5223,Parkersburg Catholic High School,private,school
Notre Dame High School,127 E Pike St,Clarksburg,WV,26301,(304) 623-1026,39.2794,-80.333,Notre Dame High School,private,school
Charleston Catholic High School,1033 Virginia St E,Charleston,WV,25301,(304) 342-8415,38.3469,-81.6334,Charleston Catholic High School,private,school
Mountain State Christian School,1948 Martin Lane,Culloden,WV,25510,(304) 743-3751,38.4148,-82.0712,Mountain State Christian School,private,school
Linsly School,60 Knox Ln,Wheeling,WV,26003,(304) 233-3260,40.0736,-80.6946,Linsly School,private,school
Greater Beckley Christian School,140 Crusader Drive,Prosperity,WV,25909,(304) 255-1571,37.8352,-81.1994,Greater Beckley Christian School,private,school
Heritage Christian Academy,300 Elwood Street,Ravenswood,WV,26164,(304) 273-9463,38.9575,-81.7701,Heritage Christian Academy,private,school
Emmanuel Christian School,1318 N 16th St,Clarksburg,WV,26301,(304) 624-6125,39.2927,-80.3461,Emmanuel Christian School,private,school
Elk Valley Christian School,58 Mount Pleasant Dr,Elkview,WV,25071,(304) 965-7063,38.4435,-81.4718,Elk Valley Christian School,private,school
Martinsburg Christian Academy,2247 Williamsport Pike,Martinsburg,WV,25404,(304) 267-6368,39.5031,-77.9395,Martinsburg Christian Academy,private,school
Catholic Central High School,148 McHenry St,Burlington,WI,53105,(262) 763-1510,42.675,-88.2818,Catholic Central High School,private,school
Divine Savior Holy Angels High School,4257 N 100th St,Milwaukee,WI,53222,(414) 462-3742,43.095,-88.0394,Divine Savior Holy Angels High School,private,school
Dominican High School,120 E Silver Spring Dr,Milwaukee,WI,53217,(414) 332-1170,43.1196,-87.9092,Dominican High School,private,school
Catholic Memorial High School,601 E College Ave,Waukesha,WI,53186,(262) 542-7101,43.0016,-88.2199,Catholic Memorial High School,private,school
St Joan Antida High School,1341 N Cass St,Milwaukee,WI,53202,(414) 274-4702,43.0474,-87.9023,St Joan Antida High School,private,school
St Catherines High School,1200 Park Ave,Racine,WI,53403,(262) 632-2785,42.7178,-87.7864,St Catherines High School,private,school
St Joseph Catholic Academy,2401 69th St,Kenosha,WI,53143,(262) 654-8651,42.5704,-87.8383,St Joseph Catholic Academy,private,school
Marquette University High School,3401 W Wisconsin Ave,Milwaukee,WI,53208,(414) 933-7220,43.0381,-87.9561,Marquette University High School,private,school
Pius XI Catholic High School,135 N 76th St,Milwaukee,WI,53213,(414) 290-7000,43.0319,-88.0086,Pius XI Catholic High School,private,school
St Anthony School of Milwaukee,1727 S 9th St,Milwaukee,WI,53204,(414) 384-6612,43.0117,-87.9231,St Anthony School of Milwaukee,private,school
St Thomas Aquinas Academy-Elementary Campus,141 S Wood Ave,Peshtigo,WI,54157,(715) 735-7481,45.0532,-87.7586,St Thomas Aquinas Academy-Elementary Campus,private,school
Roncalli High School,2000 Mirro Dr,Manitowoc,WI,54220,(920) 682-8801,44.1264,-87.6329,Roncalli High School,private,school
Xavier High School,1600 W Prospect Ave,Appleton,WI,54914,(920) 733-6632,44.2497,-88.4337,Xavier High School,private,school
St Thomas Aquinas Academy,1200 Main St,Marinette,WI,54143,(715) 735-7481,45.0935,-87.6183,St Thomas Aquinas Academy,private,school
Aquinas High School,315 South 11th Street,La Crosse,WI,54601,(608) 784-0287,43.8081,-91.24,Aquinas High School,private,school
Pacelli Catholic High School,1301 Maria Dr,Stevens Point,WI,54481,(715) 341-2442,44.5333,-89.5788,Pacelli Catholic High School,private,school
Newman Catholic Middle / High School,1130 W Bridge St,Wausau,WI,54401,(715) 845-8274,44.9706,-89.649,Newman Catholic Middle / High School,private,school
Assumption High School,445 Chestnut St,Wisconsin Rapids,WI,54494,(715) 422-0910,44.3846,-89.8248,Assumption High School,private,school
Regis High School,2100 Fenwick Ave,Eau Claire,WI,54701,(715) 579-1901,44.8047,-91.4721,Regis High School,private,school
Notre Dame Middle School,1316 Bel Air Blvd,Chippewa Falls,WI,54729,(715) 723-0538,44.9352,-91.4144,Notre Dame Middle School,private,school
Mcdonell Central Catholic High School,1316 Bel Air Blvd,Chippewa Falls,WI,54729,(715) 723-0538,44.9352,-91.4144,Mcdonell Central Catholic High School,private,school
Edgewood High School of the Sacred Heart,2219 Monroe St,Madison,WI,53711,(608) 257-1023,43.0618,-89.4215,Edgewood High School of the Sacred Heart,private,school
Lakeside Lutheran High School,231 Woodland Beach Rd,Lake Mills,WI,53551,(920) 648-2321,43.0691,-88.9169,Lakeside Lutheran High School,private,school
Kettle Moraine Lutheran High School,3399 Division Rd,Jackson,WI,53037,(262) 677-4051,43.3139,-88.125,Kettle Moraine Lutheran High School,private,school
Shoreland Lutheran High School,9026 12th St,Somers,WI,53171,(262) 859-2595,42.6418,-87.9177,Shoreland Lutheran High School,private,school
Lutheran High School,251 Luedtke Ave,Racine,WI,53405,(262) 637-6538,42.7306,-87.806,Lutheran High School,private,school
Martin Luther High School,5201 S 76th St,Greendale,WI,53129,(414) 421-4000,42.9486,-88.009,Martin Luther High School,private,school
University School-Milwaukee,2100 W Fairy Chasm Rd,Milwaukee,WI,53217,(414) 352-6000,43.1864,-87.9358,University School-Milwaukee,private,school
Winnebago Lutheran Academy,475 E Merrill Ave,Fond Du Lac,WI,54935,(920) 921-4930,43.7808,-88.428,Winnebago Lutheran Academy,private,school
Central Wisconsin Christian Schools Pk-12,301 Fox Lake Rd,Waupun,WI,53963,(920) 324-4233,43.6288,-88.7536,Central Wisconsin Christian Schools Pk-12,private,school
Baldwin Christian School,896 Us Highway 63,Baldwin,WI,54002,(715) 684-2656,44.9916,-92.3755,Baldwin Christian School,private,school
Sheboygan County Christian High School,929 Greenfield Ave,Sheboygan,WI,53081,(920) 458-9981,43.7161,-87.7161,Sheboygan County Christian High School,private,school
Luther High School,1501 Wilson St,Onalaska,WI,54650,(608) 783-5435,43.8771,-91.2146,Luther High School,private,school
Wisconsin Lutheran High School,330 Glenview Ave,Milwaukee,WI,53213,(414) 453-4567,43.0334,-88.0159,Wisconsin Lutheran High School,private,school
Luther Preparatory School,1300 Western Ave,Watertown,WI,53094,(920) 261-4352,43.189,-88.7117,Luther Preparatory School,private,school
Berean Christian School,N20601 Us Highway 53,Galesville,WI,54630,(608) 582-2824,44.1371,-91.3384,Berean Christian School,private,school
Bethel Christian School,2361 N Hastings Way,Eau Claire,WI,54703,(715) 835-8866,44.839,-91.4738,Bethel Christian School,private,school
Faith Christian School,233 W Main St,Coleman,WI,54112,(920) 897-3380,45.0648,-88.0387,Faith Christian School,private,school
First Baptist Christian School,1500 Roman Rd,Waupaca,WI,54981,(715) 258-8895,44.3432,-89.0644,First Baptist Christian School,private,school
Heritage Christian Schools,3500 S Glenn Park Road,New Berlin,WI,53151,(262) 432-0333,42.9805,-88.0915,Heritage Christian Schools,private,school
Visions Junior Senior High School,W18105 Hemlock Rd,Wittenberg,WI,54499,(715) 253-2116,44.839,-89.1646,Visions Junior Senior High School,private,school
Milwaukee Lutheran High School,9700 W Grantosa Dr,Milwaukee,WI,53222,(414) 461-6000,43.0969,-88.0343,Milwaukee Lutheran High School,private,school
Northwoods Mennonite School,14547 W County Road K,Hayward,WI,54843,(715) 634-4379,45.9141,-91.4191,Northwoods Mennonite School,private,school
Oakhill Christian School,1650 S Oakhill Ave,Janesville,WI,53546,(608) 754-2759,42.6554,-89.0415,Oakhill Christian School,private,school
Prairie Christian Academy,1110 N Marquette Rd,Prairie Du Chien,WI,53821,(608) 326-8559,43.0652,-91.1351,Prairie Christian Academy,private,school
St John'S Northwestern Military Academy,1101 Genesee St,Delafield,WI,53018,(262) 646-7126,43.0663,-88.4046,St John'S Northwestern Military Academy,private,school
Wayland Academy,101 N University Ave,Beaver Dam,WI,53916,(920) 356-2120,43.4577,-88.8274,Wayland Academy,private,school
Immanuel Lutheran High School,501 Grover Rd,Eau Claire,WI,54701,(715) 836-6621,44.7756,-91.5031,Immanuel Lutheran High School,private,school
Fox Valley Lutheran High School,5300 N Meade St,Appleton,WI,54913,(920) 739-4441,44.3184,-88.3906,Fox Valley Lutheran High School,private,school
Calvary Baptist School,N84w19049 Menomonee Ave,Menomonee Falls,WI,53051,(262) 251-0328,43.1689,-88.1474,Calvary Baptist School,private,school
Milwaukee Seventh-Day Adventist School,10900 W Mill Rd,Milwaukee,WI,53225,(414) 353-3520,43.1352,-88.048,Milwaukee Seventh-Day Adventist School,private,school
Wisconsin Academy,N2355 Du Borg Rd,Columbus,WI,53925,(920) 623-3300,43.366,-89.0499,Wisconsin Academy,private,school
St Ignatius College Prep,1076 W Roosevelt Rd,Chicago,IL,60608,(312) 421-5900,41.8678,-87.654,St Ignatius College Prep,private,school
Immaculata High School,240 Mountain Ave,Somerville,NJ,8876,(908) 722-0200,40.5802,-74.6178,Immaculata High School,private,school
Eastside Catholic School,232 228th Ave SE,Sammamish,WA,98074,(425) 295-3000,47.6062,-122.035,Eastside Catholic School,private,school
Servite High School,1952 W La Palma Ave,Anaheim,CA,92801,(714) 774-7575,33.8455,-117.949,Servite High School,private,school
Ss Peter & Paul High School,900 High St,Easton,MD,21601,(410) 822-2275,38.7695,-76.0622,Ss Peter & Paul High School,private,school
Bishop Mcnamara High School,6800 Marlboro Pike,Forestville,MD,20747,(301) 735-8401,38.8527,-76.8881,Bishop Mcnamara High School,private,school
Connelly School of the Holy Child,9029 Bradley Blvd,Potomac,MD,20854,(301) 365-0955,38.9999,-77.1874,Connelly School of the Holy Child,private,school
Dematha Catholic High School,4313 Madison St,Hyattsville,MD,20781,(240) 764-2200,38.958,-76.9424,Dematha Catholic High School,private,school
Elizabeth Seton High School,5715 Emerson St,Bladensburg,MD,20710,(301) 864-4532,38.9457,-76.9146,Elizabeth Seton High School,private,school
Georgetown Preparatory School,10900 Rockville Pike,North Bethesda,MD,20852,(301) 493-5000,39.032,-77.1062,Georgetown Preparatory School,private,school
Our Lady of Good Counsel High School,17301 Old Vic Blvd,Olney,MD,20832,(240) 283-3200,39.1409,-77.0452,Our Lady of Good Counsel High School,private,school
Academy of the Holy Cross,4920 Strathmore Ave,Kensington,MD,20895,(301) 942-2100,39.0345,-77.0983,Academy of the Holy Cross,private,school
Stone Ridge School of the Sacred Heart,9101 Rockville Pike,Bethesda,MD,20814,(301) 657-4322,39.0053,-77.0972,Stone Ridge School of the Sacred Heart,private,school
Sain John Paul II Academy,4001 N Military Trl,Boca Raton,FL,33431,(561) 314-2100,26.3877,-80.1236,Sain John Paul II Academy,private,school
Carrollton School of the Sacred Heart,3747 Main Hwy,Miami,FL,33133,(305) 446-5673,25.7197,-80.2466,Carrollton School of the Sacred Heart,private,school
Ic Catholic Prep,217 S Cottage Hill Ave,Elmhurst,IL,60126,(630) 530-3460,41.8955,-87.9423,Ic Catholic Prep,private,school
Rivet Jr Sr High School,210 Barnett St,Vincennes,IN,47591,(812) 882-6215,38.6781,-87.5341,Rivet Jr Sr High School,private,school
Burlington Notre Dame Catholic Elementary,700 S Roosevelt Ave,Burlington,IA,52601,(319) 754-8431,40.8028,-91.1404,Burlington Notre Dame Catholic Elementary,private,school
Ascension Catholic Diocesan Regional School,311 Saint Vincent St,Donaldsonville,LA,70346,(225) 473-9227,30.1017,-90.9848,Ascension Catholic Diocesan Regional School,private,school
St Ann'S Home,100a Haverhill St,Methuen,MA,1844,(978) 682-5276,42.7065,-71.1991,St Ann'S Home,private,school
St Marys Schools,50 Richland St,Worcester,MA,1610,(508) 753-1170,42.2511,-71.7967,St Marys Schools,private,school
Our Lady of the Lakes Catholic School,5495 Dixie Hwy,Waterford,MI,48329,(248) 623-0340,42.6975,-83.3994,Our Lady of the Lakes Catholic School,private,school
Our Lady Academy,222 S Beach Blvd,Bay St. Louis,MS,39520,(228) 467-7048,30.3125,-89.325,Our Lady Academy,private,school
St Patrick Catholic High School,18300 Saint Patrick Rd,Biloxi,MS,39532,(228) 702-0500,30.5519,-89.0209,St Patrick Catholic High School,private,school
Resurrection Catholic School - High School Campus,520 Watts Ave,Pascagoula,MS,39567,(228) 762-3353,30.3661,-88.5602,Resurrection Catholic School - High School Campus,private,school
St Cecilia Middle School/High School,521 N Kansas Ave,Hastings,NE,68901,(402) 462-2105,40.5886,-98.3865,St Cecilia Middle School/High School,private,school
Villa Marie School,7205 N 112th St,Waverly,NE,68462,(402) 786-3625,40.8838,-96.5692,Villa Marie School,private,school
Bishop Guertin High School,194 Lund Rd,Nashua,NH,3060,(603) 889-4107,42.7378,-71.4748,Bishop Guertin High School,private,school
St Jean Baptiste High School,173 E 75th St,New York,NY,10021,(212) 288-1645,40.7722,-73.9599,St Jean Baptiste High School,private,school
St Rita School for the Deaf,1720 Glendale Milford Rd,Cincinnati,OH,45215,(513) 771-7600,39.2559,-84.4469,St Rita School for the Deaf,private,school
Cardinal O'Hara High School,1701 S Sproul Rd,Springfield,PA,19064,(610) 544-3800,39.9477,-75.3482,Cardinal O'Hara High School,private,school
Sacred Heart Catholic School,313 S Texana St,Hallettsville,TX,77964,(361) 798-4251,29.4423,-96.9401,Sacred Heart Catholic School,private,school
Kingwood Christian School,1351 Royalty Dr,Alabaster,AL,35007,(205) 663-3973,33.2637,-86.8234,Kingwood Christian School,private,school
Atmore Christian School,245 Tennant Dr,Atmore,AL,36502,(251) 368-5499,31.0216,-87.5072,Atmore Christian School,private,school
St Francis High School,1885 Miramonte Ave,Mountain View,CA,94040,(650) 968-1213,37.3696,-122.086,St Francis High School,private,school
Presentation High School,2281 Plummer Ave,San Jose,CA,95125,(408) 264-1664,37.2829,-121.901,Presentation High School,private,school
Notre Dame High School,596 S 2nd St,San Jose,CA,95112,(408) 294-1113,37.3474,-121.897,Notre Dame High School,private,school
St Lawrence Academy,2000 Lawrence Ct,Santa Clara,CA,95051,(408) 296-3013,37.3587,-121.994,St Lawrence Academy,private,school
Arlington Christian School,6382 Arlington Blvd,Richmond,CA,94805,(510) 232-4902,37.941,-122.312,Arlington Christian School,private,school
Emmanuel Christian Academy,569 Maple Hill Ave,Newington,CT,6111,(860) 666-8387,41.6765,-72.742,Emmanuel Christian Academy,private,school
Deerfield-Windsor School,2500 Nottingham Way,Albany,GA,31707,(229) 435-1301,31.613,-84.2025,Deerfield-Windsor School,private,school
Lighthouse Christian Academy,3641 Norris Rd,Columbus,GA,31907,(706) 568-7357,32.4939,-84.9334,Lighthouse Christian Academy,private,school
Berean Baptist Christian School,5626 Safford Rd,Rockford,IL,61101,(815) 962-4841,42.3008,-89.1472,Berean Baptist Christian School,private,school
Little Rock Christian Academy,19010 Cantrell Rd,Little Rock,AR,72223,(501) 868-9822,34.8121,-92.4802,Little Rock Christian Academy,private,school
Crosspointe Christian Academy,220 Country Club Rd,Indianapolis,IN,46234,(317) 271-1600,39.7673,-86.3095,Crosspointe Christian Academy,private,school
Capitol City Baptist School,5100 Willoughby Rd,Holt,MI,48842,(517) 694-6122,42.6531,-84.5502,Capitol City Baptist School,private,school
Calvary Schools of Holland,518 Plasman Ave,Holland,MI,49423,(616) 396-4494,42.7779,-86.1341,Calvary Schools of Holland,private,school
Town & Country School,8906 E 34th St,Tulsa,OK,74145,(918) 296-3113,36.1128,-95.8766,Town & Country School,private,school
Hilton Head Christian Academy,55 Gardner Dr,Hilton Head Island,SC,29926,(843) 681-2878,32.213,-80.7113,Hilton Head Christian Academy,private,school
Central Baptist School,5470 Raleigh Lagrange Rd,Memphis,TN,38134,(901) 386-8161,35.1874,-89.881,Central Baptist School,private,school
Hendersonville Christian Academy,Hendersonville Christian Academy,Hendersonville,TN,37075,(615) 824-1550,36.3212,-86.6207,Hendersonville Christian Academy,private,school
Pleasant View Christian School,160 Hicks Edgen Rd,Pleasant View,TN,37146,(615) 746-8555,36.3852,-87.0368,Pleasant View Christian School,private,school
South Haven Christian School,112 Academy Dr,Springfield,TN,37172,(615) 384-5073,36.4753,-86.8551,South Haven Christian School,private,school
Calvary Baptist School,3401 N Frazier St,Conroe,TX,77303,(936) 756-0743,30.3555,-95.474,Calvary Baptist School,private,school
Pear Park Baptist School,3102 E Rd,Grand Junction,CO,81504,(970) 434-4113,39.0783,-108.477,Pear Park Baptist School,private,school
Keystone Christian Academy,15 Keystone Ln,Berryville,VA,22611,(540) 955-0205,39.1757,-78.0639,Keystone Christian Academy,private,school
Cross Lanes Christian School,5330 Floradale Dr,Cross Lanes,WV,25313,(304) 776-5020,38.4387,-81.7834,Cross Lanes Christian School,private,school
Grace Christian School,1111 Adams Ave,Huntington,WV,25704,(304) 522-8635,38.4124,-82.4763,Grace Christian School,private,school
Twin Ports Baptist School,208 52nd Ave E,Superior,WI,54880,(715) 398-6947,46.6756,-92.0086,Twin Ports Baptist School,private,school
Waukesha Christian Academy,W271s2470 Merrill Hills Rd,Waukesha,WI,53188,(262) 542-7766,43.0001,-88.29,Waukesha Christian Academy,private,school
Eagle Hill School,45 Glenville Rd,Greenwich,CT,6831,(203) 622-9240,41.0327,-73.6406,Eagle Hill School,private,school
Hillcrest Christian School,384 Erbes Rd,Thousand Oaks,CA,91362,(805) 497-7501,34.1813,-118.847,Hillcrest Christian School,private,school
Upland Christian Academy,10900 Civic Center Dr,Rancho Cucamonga,CA,91730,(909) 758-8747,34.1019,-117.567,Upland Christian Academy,private,school
Apple Valley Christian School,22230 Ottawa Rd,Apple Valley,CA,92308,(760) 995-3516,34.494,-117.179,Apple Valley Christian School,private,school
Kings Christian School,900 E D St,Lemoore,CA,93245,(559) 924-8301,36.3002,-119.766,Kings Christian School,private,school
Prunedale Christian Academy,8145 Prunedale North Rd,Salinas,CA,93907,(831) 663-2211,36.7986,-121.666,Prunedale Christian Academy,private,school
Squaw Valley Academy,PO Box 2667,Olympic Valley,CA,96146,(530) 386-3659,39.2057,-120.204,Squaw Valley Academy,private,school
Souls Harbor Christian Academy,12650 SE County Highway 484,Belleview,FL,34420,(352) 245-6252,29.0392,-82.064,Souls Harbor Christian Academy,private,school
Redland Christian Academy,17700 SW 280th St,Homestead,FL,33031,(305) 247-7399,25.5055,-80.4788,Redland Christian Academy,private,school
Port Charlotte Christian School,3279 Sherwood Rd,Port Charlotte,FL,33980,(941) 625-4450,26.9795,-82.0679,Port Charlotte Christian School,private,school
Landmark Christian Academy,6502 Johnsontown Rd,Louisville,KY,40272,(502) 933-3000,38.1147,-85.887,Landmark Christian Academy,private,school
Chestertown Christian Academy,401 Morgnec Rd,Chestertown,MD,21620,(410) 778-5855,39.224,-76.0629,Chestertown Christian Academy,private,school
Lanham Christian School,8400 Good Luck Rd,Lanham Seabrook,MD,20706,(301) 552-9102,38.9796,-76.8617,Lanham Christian School,private,school
Southfield Christian School,28650 Lahser Rd,Southfield,MI,48034,(248) 357-3660,42.4988,-83.2606,Southfield Christian School,private,school
Calvary Christian Academy,1412 Holbert St,Greenville,NC,27834,(252) 752-4785,35.6356,-77.3751,Calvary Christian Academy,private,school
Bethel Assembly Christian Academy,105 Askewville Bryant St,Windsor,NC,27983,(252) 794-4034,36.1113,-76.9442,Bethel Assembly Christian Academy,private,school
Cramerton Christian Academy,426 Woodlawn Ave,Cramerton,NC,28032,(704) 824-2840,35.2469,-81.085,Cramerton Christian Academy,private,school
Gethsemane Christian Academy,115 Gethsemane Rd,Olin,NC,28660,(704) 876-1310,35.9396,-80.8698,Gethsemane Christian Academy,private,school
Fayette Christian School,1315 Dayton Ave NW,Washington Court House,OH,43160,(740) 335-7262,39.5397,-83.4603,Fayette Christian School,private,school
Heritage Christian School,4403 Tiedeman Rd Rear,Brooklyn,OH,44144,(216) 476-7976,41.4374,-81.7563,Heritage Christian School,private,school
Temple Christian School,982 Brower Rd,Lima,OH,45801,(419) 227-1644,40.7699,-84.1193,Temple Christian School,private,school
Country Christian School,16975 S Highway 211,Molalla,OR,97038,(503) 829-5503,45.1718,-122.518,Country Christian School,private,school
Fairview Christian School,410 S 14th St,Reading,PA,19602,(610) 372-8826,40.3289,-75.9113,Fairview Christian School,private,school
