field_organization_name,field_address_1,field_city,field_state,Zip,field_phone,field_latitude,field_longitude,title,field_school_type,field_type
Queen of the Holy Rosary School,W5606 Shrine Rd,Necedah,WI,54646,(608) 565-2341,44.0225,-90.0511,Queen of the Holy Rosary School,private,school
Starr Academy,E7475 Rawhide Rd,New London,WI,54961,(920) 531-2571,44.3106,-88.8486,Starr Academy,private,school
Trinity Baptist School,20 East Arndt Street,"Fond Du Lac,",WI,54935,(920) 922-9044,43.7861,-88.4461,Trinity Baptist School,private,school
Walbridge School,7035 Old Sauk Rd Ste 1,Madison,WI,53717,(608) 833-1338,43.0746,-89.5036,Walbridge School,private,school
Christian Faith Academy,18972 Pond Fork Roa,Van,WV,25206,(304) 245-5711,37.9692,-81.7106,Christian Faith Academy,private,school
Highland Adventist School,1 Old Leadsville Rd,Elkins,WV,26241,(304) 636-4274,38.9485,-79.8484,Highland Adventist School,private,school
North Fork Christian School,178 Sunrise Dr,Petersburg,WV,26847,(304) 257-9722,39.0061,-79.1581,North Fork Christian School,private,school
Sumiton Christian School,155 Hosanna Dr,Sumiton,AL,35148,(205) 648-6643,33.7472,-87.0488,Sumiton Christian School,private,school
West Side Christian School,2400 W Hillsboro St,El Dorado,AR,71730,(870) 863-5636,33.21,-92.694,West Side Christian School,private,school
Almansor Academ,1955 Fremont Ave,South Pasadena,CA,91030,(323) 257-3006,34.102,-118.153,Almansor Academ,private,school
Bishop Conaty-Our Lady of Loretto High School,2900 W Pico Blvd,Los Angeles,CA,90006,(323) 737-0012,34.0467,-118.303,Bishop Conaty-Our Lady of Loretto High School,private,school
The King'S Academy,562 N Britton Ave,Sunnyvale,CA,94085,(408) 481-9900,37.3864,-122.011,The King'S Academy,private,school
Champion Christian School,480 Rio Lindo Ave,Chico,CA,95926,(530) 345-8008,39.7562,-121.85,Champion Christian School,private,school
Horizon Christian Academy Pk-12,5331 Mount Alifan Dr,San Diego,CA,92111,(858) 244-0333,32.815,-117.181,Horizon Christian Academy Pk-12,private,school
Granada Islamic School,3003 Scott Blvd,Santa Clara,CA,95054,(408) 980-1161,37.3771,-121.96,Granada Islamic School,private,school
Laguna Blanca School,4125 Paloma Dr,Santa Barbara,CA,93110,(805) 687-2461,34.4219,-119.762,Laguna Blanca School,private,school
Morning Star Christian School,15716 Tetley St,Hacienda Heights,CA,91745,(626) 333-7784,33.9931,-117.972,Morning Star Christian School,private,school
Notre Dame High School,1540 Ralston Ave,Belmont,CA,94002,(650) 595-1913,37.5155,-122.286,Notre Dame High School,private,school
Grace Christian Center,1001 Obregon St,Trinidad,CO,81082,(719) 846-6133,37.1626,-104.495,Grace Christian Center,private,school
Heritage Christian School,27285 Brandon Cir,Steamboat Springs,CO,80487,(970) 879-1760,40.5038,-106.909,Heritage Christian School,private,school
Community Christian,11980 Irma Dr,Northglenn,CO,80233,(303) 452-7514,39.9135,-104.967,Community Christian,private,school
Praise Power & Prayer Christian School,209 Kennedy Road,Windsor,CT,6095,(860) 285-8898,41.8679,-72.6363,Praise Power & Prayer Christian School,private,school
Christian Heritage School,575 White Plains Rd,Trumbull,CT,6611,(203) 261-6230,41.2382,-73.1842,Christian Heritage School,private,school
New Testament Baptist Church School,111 Ash St,East Hartford,CT,6108,(860) 290-6696,41.7683,-72.6548,New Testament Baptist Church School,private,school
National Cathedral School,3612 Woodley Rd NW,Washington,DC,20016,(202) 537-6355,38.9312,-77.0722,National Cathedral School,private,school
Aletheia Christian Academy,1700 Woodchuck Ave,Pensacola,FL,32504,(850) 969-0088,30.4993,-87.1674,Aletheia Christian Academy,private,school
First Assembly Christian School & Daycare,1827 NE 14th St,Ocala,FL,34470,(352) 351-1913,29.2015,-82.1128,First Assembly Christian School & Daycare,private,school
Trinity Christian Academy,7259 S Military Trl,Lake Worth,FL,33463,(561) 967-1900,26.5666,-80.1166,Trinity Christian Academy,private,school
Grace Christian Academy,355 McDonough Rd,Fayetteville,GA,30214,(770) 461-0137,33.4567,-84.401,Grace Christian Academy,private,school
Praise Academy,4052 Hiram Lithia Springs Rd,Powder Springs,GA,30127,(770) 943-2484,33.8552,-84.7179,Praise Academy,private,school
Young Americans Christian School,1701 Honey Creek Rd SE,Conyers,GA,30013,(770) 760-7902,33.5878,-83.9913,Young Americans Christian School,private,school
Dar Un-Noor School,434 14th St NW,Atlanta,GA,30318,(404) 876-5051,33.7859,-84.4016,Dar Un-Noor School,private,school
Southwest Atlanta Christian Academy,3911 Campbellton Rd SW,Atlanta,GA,30331,(404) 346-2080,33.6933,-84.5163,Southwest Atlanta Christian Academy,private,school
Cole Valley Christian Schools,200 E Carlton Ave,Meridian,ID,83642,(208) 947-1212,43.6141,-116.39,Cole Valley Christian Schools,private,school
Bais Yaakov High School,5800 N Kimball Ave,Chicago,IL,60659,(773) 267-1494,41.9876,-87.7142,Bais Yaakov High School,private,school
Unity Christian High School,711 10th St,Fulton,IL,61252,(815) 589-3912,41.8693,-90.1573,Unity Christian High School,private,school
Lakewood Park Christian School,5555 County Road 29,Auburn,IN,46706,(260) 925-1393,41.3294,-85.0505,Lakewood Park Christian School,private,school
Kessington Christian School,19109 Cr 104,"Bristol,",IN,46507,(574) 848-5818,41.7324,-85.8335,Kessington Christian School,private,school
School of Knowledge,2850 Cold Spring Rd,Indianapolis,IN,46222,(317) 923-0328,39.8073,-86.2041,School of Knowledge,private,school
Chanute Christian Academy,1000 W 14th St,Chanute,KS,66720,(620) 431-7777,37.6679,-95.4677,Chanute Christian Academy,private,school
Flint Hills Christian School,3905 Green Valley Rd,Manhattan,KS,66502,(785) 776-2223,39.2022,-96.5094,Flint Hills Christian School,private,school
Elyria Christian School,1644 Comanche Rd,Mcpherson,KS,67460,(620) 241-2994,38.2912,-97.6223,Elyria Christian School,private,school
Maranatha Christian Academy,6826 Lackman Rd,Shawnee,KS,66217,(913) 631-0637,39.0051,-94.7634,Maranatha Christian Academy,private,school
Tyro Community Christian School,301 S. Chambers,Tyro,KS,67333,(620) 289-4450,37.0339,-95.8215,Tyro Community Christian School,private,school
Cair Paravel Latin School,635 SW Clay St,Topeka,KS,66606,(785) 232-3878,39.055,-95.688,Cair Paravel Latin School,private,school
Trinity Christian Academy,3900 Rapid Run Dr,Lexington,KY,40515,(859) 271-0079,37.9639,-84.4825,Trinity Christian Academy,private,school
North Hardin Christian School,1298 Rogersville Rd,Radcliff,KY,40160,(270) 351-7700,37.8119,-85.948,North Hardin Christian School,private,school
Westminster Christian Academy,186 Westminster Dr,Opelousas,LA,70570,(337) 948-8607,30.4599,-92.1068,Westminster Christian Academy,private,school
Faith Academy of Christian Education,13028 Highway 190 W,Port Allen,LA,70767,(225) 627-5311,30.5363,-91.4139,Faith Academy of Christian Education,private,school
Claiborne Christian School,334 Laird St,West Monroe,LA,71291,(318) 396-7968,32.5195,-92.1811,Claiborne Christian School,private,school
Hamilton Christian Academy,1415 8th St,Lake Charles,LA,70601,(337) 439-1178,30.2182,-93.2,Hamilton Christian Academy,private,school
Windham Christian Academy,1051 Roosevelt Trl,Windham,ME,4062,(207) 892-2244,43.8639,-70.4659,Windham Christian Academy,private,school
Destiny Academy,27871 140th Ave,Ashby,MN,56309,(218) 685-4026,46.0888,-95.8143,Destiny Academy,private,school
Northpoint Christian School,7400 Getwell Rd,Southaven,MS,38672,(662) 349-3096,34.9687,-89.9349,Northpoint Christian School,private,school
Christian Collegiate Academy,12200 Dedeaux Rd,Gulfport,MS,39503,(228) 832-4585,30.4516,-89.0389,Christian Collegiate Academy,private,school
Grace Christian School,173 McLeod Rd,Louisville,MS,39339,(662) 773-8524,33.1531,-89.0027,Grace Christian School,private,school
Mountain Grove Christian Academy,1301b N Hovis St,Mountain Grove,MO,65711,(417) 926-6422,37.1405,-92.2545,Mountain Grove Christian Academy,private,school
Al-Salam Day School,519 Weidman Rd,Manchester,MO,63011,(636) 394-8986,38.6029,-90.496,Al-Salam Day School,private,school
St Joseph Christian School,5401b Gene Field Rd,St. Joseph,MO,64506,(816) 279-3760,39.7929,-94.7702,St Joseph Christian School,private,school
Heartland Christian School,810 S Cedar St,Belton,MO,64012,(816) 331-1000,38.8007,-94.5331,Heartland Christian School,private,school
Mary Institute & St Louis Country Day School,101 N Warson Rd,St. Louis,MO,63124,(314) 995-7368,38.6532,-90.3959,Mary Institute & St Louis Country Day School,private,school
Crosspoint Christian School,51 Hwy M,Villa Ridge,MO,63089,(636) 742-5380,38.4558,-90.8959,Crosspoint Christian School,private,school
Jdt Christian Academy,3600 Earl Ave,Pennsauken,NJ,8110,(856) 406-6110,39.9357,-75.0834,Jdt Christian Academy,private,school
Villa Victoria Academy,376 W Upper Ferry Rd,Ewing,NJ,8628,(609) 882-1700,40.2547,-74.8414,Villa Victoria Academy,private,school
The Center School,2 Riverview Dr Ste 1,Somerset,NJ,8873,(908) 253-3870,40.5477,-74.5545,The Center School,private,school
First Christian Pentecostal,441 Jersey Ave,Jersey City,NJ,7302,(201) 413-1136,40.7176,-74.0487,First Christian Pentecostal,private,school
Calvary Academy,1133 E County Line Rd,Lakewood,NJ,8701,(732) 363-3633,40.1045,-74.1749,Calvary Academy,private,school
Green Brook Academy,151 Vosseller Ave.,Bound Brook,NJ,8805,(732) 469-8677,40.5629,-74.5408,Green Brook Academy,private,school
Rambam Mesivta,15 Frost Ln,Lawrence,NY,11559,(516) 371-5824,40.6174,-73.7275,Rambam Mesivta,private,school
St Ann'S School,129 Pierrepont St,Brooklyn,NY,11201,(718) 522-1660,40.6952,-73.9922,St Ann'S School,private,school
Yeshivah Education for Special Students,14737 70th Rd,Flushing,NY,11367,(718) 268-5976,40.7299,-73.8193,Yeshivah Education for Special Students,private,school
Tiferes Miriam School for Girls,6510 17th Ave,Brooklyn,NY,11204,(718) 837-3100,40.6204,-73.9929,Tiferes Miriam School for Girls,private,school
Maimonides Hebrew Day School,404 Partridge St,Albany,NY,12208,(518) 453-9363,42.6564,-73.7905,Maimonides Hebrew Day School,private,school
Oneonta Community Christian School,158 River St,Oneonta,NY,13820,(607) 432-0383,42.4455,-75.079,Oneonta Community Christian School,private,school
Al-Ihsan Academy,13008 Rockaway Blvd,South Ozone Park,NY,11420,(718) 322-3154,40.6748,-73.8081,Al-Ihsan Academy,private,school
Bnos Yerushalayim School,600 McDonald Ave Ste a,Brooklyn,NY,11218,(718) 871-0500,40.6392,-73.9793,Bnos Yerushalayim School,private,school
Developmental Disabilities Institute,99 Hollywood Dr,Smithtown,NY,11787,(631) 366-2900,40.8508,-73.2363,Developmental Disabilities Institute,private,school
Gaston Christian School,1625 Lowell Bethesda Rd,Gastonia,NC,28056,(704) 349-5025,35.2524,-81.1008,Gaston Christian School,private,school
Operation Rebirth Christian Academy,1638 Apple Rd,St. Paris,OH,43072,(937) 663-5765,40.1505,-83.9719,Operation Rebirth Christian Academy,private,school
Fountain City Christian School,120 S. Beech St.,Bryan,OH,43506,(419) 636-2333,41.4734,-84.5544,Fountain City Christian School,private,school
Liberty Christian School,801 Bellefontaine Ave,Lima,OH,45801,(419) 229-6266,40.7395,-84.0938,Liberty Christian School,private,school
Liberty Bible Academy,4900 Old Irwin Simpson Rd,Mason,OH,45040,(513) 754-1234,39.3088,-84.3105,Liberty Bible Academy,private,school
Pike Christian Academy,400 Clough St,Waverly,OH,45690,(740) 947-5700,39.1323,-82.983,Pike Christian Academy,private,school
Bowling Green Christian Academy,1165 Haskins Rd,Bowling Green,OH,43402,(419) 354-2422,41.3934,-83.6737,Bowling Green Christian Academy,private,school
New Franklin Christian Academy,16310 Lisbon St SE,Minerva,OH,44657,(330) 862-2491,40.7978,-81.0951,New Franklin Christian Academy,private,school
Grove City Christian School,4750 Hoover Rd,Grove City,OH,43123,(614) 875-3000,39.8661,-83.0697,Grove City Christian School,private,school
Lakewood Christian School,840 S George Nigh Expy,Mcalester,OK,74501,(918) 426-2000,34.9023,-95.7494,Lakewood Christian School,private,school
Willamette Valley Christian School,9075 Pueblo Ave NE,Salem,OR,97305,(503) 393-5236,45.0495,-122.958,Willamette Valley Christian School,private,school
City Christian Schools,9200 NE Fremont St,Portland,OR,97220,(503) 252-5207,45.5505,-122.566,City Christian Schools,private,school
Central Christian School,2731 SW Airport Way,Redmond,OR,97756,(541) 548-7803,44.2501,-121.171,Central Christian School,private,school
Treasure Valley Christian School,386 N Verde Dr,Ontario,OR,97914,(541) 889-4662,44.0318,-116.985,Treasure Valley Christian School,private,school
Crosshill Christian School,2707 Maranatha Ct SE,Turner,OR,97392,(503) 391-9082,44.8414,-123.005,Crosshill Christian School,private,school
Horizon Christian School,700 Pacific Ave,Hood River,OR,97031,(541) 387-3200,45.6967,-121.517,Horizon Christian School,private,school
Grace Christian School,6460 Glen Echo Ave,Gladstone,OR,97027,(503) 655-3074,45.3905,-122.597,Grace Christian School,private,school
Kids Peace Athlete Center School,5300 Kidspeace Dr,Orefield,PA,18069,(610) 799-8054,40.6476,-75.6121,Kids Peace Athlete Center School,private,school
Champion Christian School North Campus,2166 Indian Head Rd,Champion,PA,15622,(724) 455-2122,40.0331,-79.357,Champion Christian School North Campus,private,school
Eden Christian Academy,(we Have 3 Locations),Pittsburgh,PA,15237,(412) 364-8055,40.5308,-80.0033,Eden Christian Academy,private,school
Greenwood Christian School,2026 Woodlawn Rd,Greenwood,SC,29649,(864) 229-2427,34.1993,-82.2127,Greenwood Christian School,private,school
Montgomery Bell Academy,4001 Harding Pike,Nashville,TN,37205,(615) 298-5514,36.1285,-86.8362,Montgomery Bell Academy,private,school
The Canterbury Episcopal School,1708 N Westmoreland Rd,Desoto,TX,75115,(972) 572-7200,32.6233,-96.8716,The Canterbury Episcopal School,private,school
Summit Christian Academy - Cedar Park Campus,2121 Cypress Creek Rd,Cedar Park,TX,78613,(512) 250-1369,30.476,-97.8446,Summit Christian Academy - Cedar Park Campus,private,school
Oak Ridge Christian Academy,27420 Robinson Rd,Conroe,TX,77385,(281) 298-5800,30.1565,-95.4386,Oak Ridge Christian Academy,private,school
Carrolton Christian Academy,2205 E Hebron Pkwy,Carrollton,TX,75010,(972) 242-6688,33.0263,-96.8667,Carrolton Christian Academy,private,school
Kaufman Christian School,401 N Shannon St,Kaufman,TX,75142,(972) 932-6111,32.594,-96.3145,Kaufman Christian School,private,school
Living Water Christian School,4808 Airport Ave,Rosenberg,TX,77471,(281) 239-8946,29.5417,-95.7774,Living Water Christian School,private,school
Trinity School of Texas,215 N Teague St,Longview,TX,75601,(903) 753-0612,32.4994,-94.7256,Trinity School of Texas,private,school
Nazarene Christian Academy,2001 E Main St,Crowley,TX,76036,(817) 297-7003,32.5802,-97.3354,Nazarene Christian Academy,private,school
Good Shepherd School,2525 Old Jacksonville Rd,Tyler,TX,75701,(903) 592-4045,32.3215,-95.3069,Good Shepherd School,private,school
Arlington Heights Christian School,9550 Leopard St,Corpus Christi,TX,78410,(361) 241-4460,27.8278,-97.5516,Arlington Heights Christian School,private,school
Round Rock Christian Academy,301 N Lake Creek Dr,Round Rock,TX,78681,(512) 255-4491,30.5092,-97.6937,Round Rock Christian Academy,private,school
River City Believers Academy,16765 Lookout Rd.,Selma,TX,78154,(210) 656-2999,29.5922,-98.3173,River City Believers Academy,private,school
Crossroads Christian Academy,5834 Ray Ellison Blvd,San Antonio,TX,78242,(210) 623-4500,29.3568,-98.6256,Crossroads Christian Academy,private,school
Memorial Christian Academy,4001 Trimmier Rd.,Killeen,TX,76542,(254) 526-5403,31.08,-97.7397,Memorial Christian Academy,private,school
Cornerstone Christian School,1502 N Jefferson St,San Angelo,TX,76901,(325) 655-3439,31.4692,-100.465,Cornerstone Christian School,private,school
Summit Christian Academy,3122 Montgomery Rd,Huntsville,TX,77340,(936) 295-9601,30.6968,-95.5522,Summit Christian Academy,private,school
Bethany Christian School,3300 W Parker Rd,Plano,TX,75075,(972) 596-5811,33.0405,-96.7567,Bethany Christian School,private,school
Texoma Christian School,3500 W Houston St,Sherman,TX,75092,(903) 893-7076,33.6246,-96.6504,Texoma Christian School,private,school
Intermountain Christian School,6515 S Lion Ln,Salt Lake City,UT,84121,(801) 365-0370,40.6324,-111.804,Intermountain Christian School,private,school
Mid Vermont Christian School,399 West Gilson Avenue,Quechee,VT,5059,(802) 295-6800,43.6432,-72.425,Mid Vermont Christian School,private,school
Norfolk Academy,1585 Wesleyan Dr,Norfolk,VA,23502,(757) 461-6236,36.8742,-76.1931,Norfolk Academy,private,school
Williamsburg Christian Academy,101 School House Ln,Williamsburg,VA,23188,(757) 220-1978,37.3952,-76.7884,Williamsburg Christian Academy,private,school
St George'S School,2929 W Waikiki Rd,Spokane,WA,99208,(509) 466-1636,47.7679,-117.473,St George'S School,private,school
Sunnyside Christian School,811 North Ave.,"Sunnyside,",WA,98944,(509) 837-8995,46.3304,-120.01,Sunnyside Christian School,private,school
Hosanna Christian School,3114 45th Street Ct NW,Gig Harbor,WA,98335,(253) 851-8952,47.2987,-122.581,Hosanna Christian School,private,school
Life Prep Academy,3461 Coyote Trl,Newport,WA,99156,(509) 447-3710,48.1845,-117.141,Life Prep Academy,private,school
Seattle Urban Academy,3800 S Othello St,Seattle,WA,98118,(206) 723-0333,47.5379,-122.284,Seattle Urban Academy,private,school
Temple Baptist Academy,3806 College St SE,Lacey,WA,98503,(360) 491-3995,47.0133,-122.823,Temple Baptist Academy,private,school
Island Christian Academy,5373 Maxwelton Rd,Langley,WA,98260,(360) 221-0919,48.0144,-122.409,Island Christian Academy,private,school
St Coletta Day School of Milwaukee,1740 N 55th St,Milwaukee,WI,53208,(414) 453-1850,43.0539,-87.9815,St Coletta Day School of Milwaukee,private,school
Holy Redeemer Christian Academy,3500 W Mother Daniels Way,Milwaukee,WI,53209,(414) 466-1800,43.1069,-87.9562,Holy Redeemer Christian Academy,private,school
Faith Christian Academy,225 S 28th Ave,Wausau,WI,54401,(715) 842-0797,44.9618,-89.6703,Faith Christian Academy,private,school
The Cleta Harder Developmental School,981 N Euclid St,La Habra,CA,90631,(562) 694-5655,33.9412,-117.947,The Cleta Harder Developmental School,private,school
Pacific Baptist School,3332 Magnolia Ave,Long Beach,CA,90806,(562) 426-5214,33.8176,-118.197,Pacific Baptist School,private,school
Fayettville Christian School,2006 E Mission Blvd,Fayetteville,AR,72703,(479) 442-2565,36.0894,-94.1306,Fayettville Christian School,private,school
Haynes Education Center,233 Baseline Rd,La Verne,CA,91750,(909) 593-2581,34.1222,-117.753,Haynes Education Center,private,school
Kids World School & Cornerstone Academy of La,2132 Hyperion Ave,Los Angeles,CA,90027,(323) 663-4703,34.0995,-118.273,Kids World School & Cornerstone Academy of La,private,school
Hebrew Academy Community School,1500 N State Road 7,Margate,FL,33063,(954) 978-6341,26.2489,-80.2004,Hebrew Academy Community School,private,school
Mistwood Educational Center,1928 Old Arcata Road,Bayside,CA,95524,(707) 826-1150,40.842,-124.064,Mistwood Educational Center,private,school
City of Life Christian Academy,2874 E Irlo Bronson Memorial Hwy,Kissimmee,FL,34744,(407) 847-5184,28.2603,-81.3277,City of Life Christian Academy,private,school
Woodside International School,1555 Irving St,San Francisco,CA,94122,(415) 564-1063,37.7634,-122.475,Woodside International School,private,school
The Grauer School,1500 S El Camino Real,Encinitas,CA,92024,(760) 944-6777,33.0283,-117.256,The Grauer School,private,school
Parkridge Private School,3605 Long Beach Blvd Ste 101,Long Beach,CA,90807,(562) 424-5528,33.8227,-118.19,Parkridge Private School,private,school
Charles F Hayden School- Boys & Girls Village,528 Wheelers Farms Rd,Milford,CT,6461,(203) 877-0300,41.2487,-73.0774,Charles F Hayden School- Boys & Girls Village,private,school
Community Child Guidance Clinic,317 N Main St,Manchester,CT,6042,(860) 646-0502,41.7956,-72.5275,Community Child Guidance Clinic,private,school
Eagle Hill - Southport,214 Main St,Southport,CT,6890,(203) 254-2044,41.1337,-73.2834,Eagle Hill - Southport,private,school
Faith Outreach Academy,7607 Sheldon Rd,Tampa,FL,33615,(813) 887-5546,28.0184,-82.5825,Faith Outreach Academy,private,school
Somerset Educational Services,17241 Van Buren Blvd,Riverside,CA,92504,(951) 789-4405,33.8819,-117.362,Somerset Educational Services,private,school
The Greenwich Japanese School,270 Lake Ave.,Greenwich,CT,6830,(203) 629-9039,41.0384,-73.6353,The Greenwich Japanese School,private,school
Spectrum Center - Tara Hills,16330 San Pablo Ave,San Pablo,CA,94806,(510) 724-4494,37.9984,-122.323,Spectrum Center - Tara Hills,private,school
Heritage Christian School,48 Lewis St,Bristol,CT,6010,(860) 589-6813,41.6869,-72.9413,Heritage Christian School,private,school
The Learning Clinic,Rt. 169,Brooklyn,CT,6234,(860) 774-5619,41.8192,-71.9585,The Learning Clinic,private,school
St Vincent'S Special Needs Services,95 Merritt Blvd,Trumbull,CT,6611,(203) 386-2741,41.2391,-73.1461,St Vincent'S Special Needs Services,private,school
Tarbut V'Torah Community Day School,5200 Bonita Canyon,Irvine,CA,92603,(949) 509-9500,33.6329,-117.83,Tarbut V'Torah Community Day School,private,school
High Road Academy,29 Village Ln,Wallingford,CT,6492,(203) 284-0441,41.4763,-72.8059,High Road Academy,private,school
Valley High School & Learn,15314 Rayen St,North Hills,CA,91343,(818) 893-4750,34.2314,-118.466,Valley High School & Learn,private,school
Victory Baptist Christian School - Vbcs,5005 Frank Wilson Rd,Mariposa,CA,95338,(209) 966-5780,37.5038,-119.984,Victory Baptist Christian School - Vbcs,private,school
River Valley School,451 Parkfair Dr Ste 5,Sacramento,CA,95864,(916) 483-8575,38.574,-121.381,River Valley School,private,school
Academy at the Lakes,2331 Collier Pkwy,Land O'lakes,FL,34639,(813) 948-7600,28.1911,-82.4375,Academy at the Lakes,private,school
Achievement Center (the),1999 Lincoln Dr Ste 201,Sarasota,FL,34236,(941) 365-3330,27.3243,-82.5302,Achievement Center (the),private,school
St Joseph Academy,500 Las Flores Dr,San Marcos,CA,92078,(760) 305-8505,33.147,-117.206,St Joseph Academy,private,school
Center Academy,6710 86th Ave N,Pinellas Park,FL,33782,(727) 541-5716,27.8506,-82.7313,Center Academy,private,school
Brighton Hall School,755 N Whitnall Hwy,Burbank,CA,91505,(818) 985-9485,34.1639,-118.346,Brighton Hall School,private,school
Seneca Center,2275 Arlington Dr,San Leandro,CA,94578,(510) 481-1222,37.7094,-122.112,Seneca Center,private,school
The Waldorf School of Orange County,2350 Canyon Dr,Costa Mesa,CA,92627,(949) 574-7775,33.6587,-117.94,The Waldorf School of Orange County,private,school
Cornerstone Church Academy,2044 State Highway 83,Defuniak Springs,FL,32433,(850) 892-9358,30.7511,-86.1128,Cornerstone Church Academy,private,school
Northridge Preparatory School,8320 W Ballard Rd,Niles,IL,60714,(847) 375-0600,42.0443,-87.8349,Northridge Preparatory School,private,school
Seton Academy,350 N Westmore Ave,Villa Park,IL,60181,(630) 279-4101,41.8964,-87.9947,Seton Academy,private,school
Atlantis Academy Palm Beaches,1950 Prairie Rd,West Palm Beach,FL,33406,(561) 642-3100,26.6477,-80.083,Atlantis Academy Palm Beaches,private,school
Tri-State Christian School,11084 W Us Highway 20,Galena,IL,61036,(815) 777-3800,42.4323,-90.4484,Tri-State Christian School,private,school
Victory Christian Academy,1719 Broadway St,Mount Vernon,IL,62864,(618) 241-0427,38.316,-88.9117,Victory Christian Academy,private,school
Chapelgate Christian Academy,2600 Marriottsville Rd,Marriottsville,MD,21104,(410) 442-5888,39.3001,-76.9047,Chapelgate Christian Academy,private,school
Delphi Academy of Florida,1831 Drew St,Clearwater,FL,33765,(727) 447-6385,27.9676,-82.7616,Delphi Academy of Florida,private,school
Wider Horizons School,4060 Castle Ave,Spring Hill,FL,34609,(352) 686-1934,28.4891,-82.526,Wider Horizons School,private,school
Bethany Fellowship School,5169 N 600 E,Kokomo,IN,46901,(765) 628-7640,40.5526,-86.0138,Bethany Fellowship School,private,school
Cornerstone Christian School,4304 S Oak St,Albion,IN,46701,(260) 693-3746,41.2897,-85.4357,Cornerstone Christian School,private,school
Emmanuel Christian School,129 Southwood Dr,Wabash,IN,46992,(260) 563-1677,40.7787,-85.8228,Emmanuel Christian School,private,school
Frankfort Covenant Academy,1234 Rossville Ave,Frankfort,IN,46041,(765) 654-7420,40.2921,-86.5226,Frankfort Covenant Academy,private,school
Swann Special Care Center-Elementary/Secondary Sch,2418 W Springfield Ave,Champaign,IL,61821,(217) 398-9270,40.1157,-88.2867,Swann Special Care Center-Elementary/Secondary Sch,private,school
Shults-Lewis School,325 S 150e,Valparaiso,IN,46384,(219) 464-7669,41.3877,-87.0373,Shults-Lewis School,private,school
Community Initiatives Academy,1001 N Caroline St,Baltimore,MD,21205,(410) 563-2818,39.3019,-76.5975,Community Initiatives Academy,private,school
Trinity Christian School,440 Saint Peter St,Indianapolis,IN,46201,(317) 631-3194,39.7607,-86.1229,Trinity Christian School,private,school
Universal Academy of Florida,6801 Orient Rd,Tampa,FL,33610,(813) 664-0695,28.0097,-82.372,Universal Academy of Florida,private,school
Atlanta International School,2890 N Fulton Dr NE,Atlanta,GA,30305,(404) 841-3871,33.8334,-84.379,Atlanta International School,private,school
Ben Franklin Academy,1585 Clifton Rd NE,Atlanta,GA,30329,(404) 633-7404,33.7994,-84.3239,Ben Franklin Academy,private,school
Canaanland Christian School,7624 Highway 225 S,Chatsworth,GA,30705,(706) 629-7430,34.6568,-84.8359,Canaanland Christian School,private,school
Hazard Christian Academy,37 Speedway Road,Bonnyman,KY,41719,(606) 439-1064,37.303,-83.2486,Hazard Christian Academy,private,school
New England Center for Children,33 Turnpike Rd,Southborough,MA,1772,(508) 481-1015,42.2962,-71.4988,New England Center for Children,private,school
Miller'S Military Academy,6133 Redan Rd,Lithonia,GA,30058,(770) 484-8850,33.7458,-84.1481,Miller'S Military Academy,private,school
Paul Anderson High School,1603 McItosh St,Vidalia,GA,30474,(912) 537-7237,32.2376,-82.4054,Paul Anderson High School,private,school
Summit Academy of Greater Louisville,11508 Main St,Louisville,KY,40243,(502) 244-7090,38.2441,-85.5426,Summit Academy of Greater Louisville,private,school
Centerview Therapeutic School,3444 Dundee Rd,Northbrook,IL,60062,(847) 559-0110,42.1392,-87.8638,Centerview Therapeutic School,private,school
Fall River Deaconess Home School,259 Prospect Street,Fall River,MA,2720,(508) 674-4847,41.7092,-71.1498,Fall River Deaconess Home School,private,school
Southeast Campus School,900 Ship Pond Rd,Plymouth,MA,2360,(508) 209-6404,41.8559,-70.5849,Southeast Campus School,private,school
Covenant Christian Academy,83 Pine St Ste 9,Peabody,MA,1960,(978) 535-7100,42.5431,-70.9989,Covenant Christian Academy,private,school
Tri-County Schools,201 East St,Easthampton,MA,1027,(413) 529-7700,42.2795,-72.6395,Tri-County Schools,private,school
Reed Academy,1 Winch St,Framingham,MA,1701,(508) 877-1222,42.3235,-71.4645,Reed Academy,private,school
Clark School,14 Forest Ridge Dr # 8,Rowley,MA,1969,(978) 777-4699,42.6947,-70.918,Clark School,private,school
Trinity School at River Ridge,601 River Ridge Pkwy Ste 200,Eagan,MN,55121,(651) 789-2890,44.8598,-93.1083,Trinity School at River Ridge,private,school
"Marygrove Services, Inc.",2705 Mullanphy Ln,Florissant,MO,63031,(314) 830-6203,38.8236,-90.3593,"Marygrove Services, Inc.",private,school
Ech School at Every Childs Hope,8240 Saint Charles Rock Rd,St. Louis,MO,63114,(314) 593-2999,38.6998,-90.3351,Ech School at Every Childs Hope,private,school
Maine Coast Waldorf School,57 Desert Rd,Freeport,ME,4032,(207) 865-3900,43.8523,-70.1432,Maine Coast Waldorf School,private,school
Kennett Christian Academy,1321 Kennett St.,Kennett,MO,63857,(573) 888-2520,36.2371,-90.0471,Kennett Christian Academy,private,school
Calhoun Academy,9 Cr 406,Calhoun City,MS,38916,(662) 412-2084,33.9144,-89.3234,Calhoun Academy,private,school
Laurel Christian School,1200 Hwy 15 North,Laurel,MS,39404,(601) 649-3490,31.705,-89.1496,Laurel Christian School,private,school
