field_organization_name,field_address_1,field_city,field_state,Zip,field_phone,field_latitude,field_longitude,title,field_school_type,field_type
Diamond Ranch Academy,433 S Diamond Ranch Pkwy W,Hurricane,UT,84737,(435) 635-4297,37.1598,-113.384,Diamond Ranch Academy,private,school
Gateway Academy,11706 S 700 E,Draper,UT,84020,(801) 523-3479,40.5392,-111.872,Gateway Academy,private,school
High Top Ranch School,2860 S Highway 62,Koosharem,UT,84744,(435) 638-7411,38.5105,-111.881,High Top Ranch School,private,school
Liahona Prep Academy,2464 W 450 S,Pleasant Grove,UT,84062,(801) 785-7850,40.3788,-111.748,Liahona Prep Academy,private,school
Oxford Learning Source,1259 E Draper Pkwy,Draper,UT,84020,(801) 501-0228,40.5293,-111.856,Oxford Learning Source,private,school
Alpine Academy,1280 Whispering Horse Dr,Erda,UT,84074,(435) 228-0100,40.6054,-112.272,Alpine Academy,private,school
Triumph Academy,62 S 950 W,Brigham City,UT,84302,(435) 538-5063,41.5097,-112.031,Triumph Academy,private,school
Turn About Ranch,280 E 300 N,Escalante,UT,84726,(435) 826-5512,37.7748,-111.594,Turn About Ranch,private,school
Bellcate School,1 Corporate Dr,Essex Junction,VT,5452,(802) 878-7603,44.502,-73.0417,Bellcate School,private,school
Appomattox Christian Academy,1916 Redfields Rd,Appomattox,VA,24522,(434) 352-7373,37.3491,-78.8166,Appomattox Christian Academy,private,school
Dominion Academy,1002 Wilmer Ave,Richmond,VA,23227,(804) 266-9012,37.606,-77.4503,Dominion Academy,private,school
Grace Preparatory School,2202 Jefferson Davis Hwy,Stafford,VA,22554,(540) 657-4500,38.4265,-77.406,Grace Preparatory School,private,school
New Bridge Academy,5701 Elko Rd,Sandston,VA,23150,(804) 737-7833,37.506,-77.2372,New Bridge Academy,private,school
Norfolk Collegiate School,7336 Granby St,Norfolk,VA,23505,(757) 480-2885,36.9112,-76.2733,Norfolk Collegiate School,private,school
Parkway Christian Academy,3230 King St NE,Roanoke,VA,24012,(540) 982-2400,37.2947,-79.8919,Parkway Christian Academy,private,school
The Lead Center Ltd,622a South 6th Avenue,Hopewell,VA,23860,(804) 452-3730,37.2955,-77.2907,The Lead Center Ltd,private,school
Dartmoor School,9618 Roosevelt Way NE,Seattle,WA,98115,(206) 522-2379,47.6991,-122.317,Dartmoor School,private,school
Elmira Baptist Christian Academy,6486 Servia Elmira Rd.,Duck,WV,25063,(304) 364-9011,38.5898,-80.9373,Elmira Baptist Christian Academy,private,school
North Pleasants Christian School,87 Iron Horse Dr,St. Marys,WV,26170,(304) 684-7675,39.3776,-81.1998,North Pleasants Christian School,private,school
The Highland School,98 Sycamore Springs Ln,Ellenboro,WV,26346,(304) 869-3250,39.3035,-81.0522,The Highland School,private,school
Cross Trainers Academy,1530 W. Center Ave.,Milwaukee,WI,53206,(414) 935-0500,43.068,-87.9319,Cross Trainers Academy,private,school
Destiny High School,7210 N. 76th St.,Milwaukee,WI,53223,(414) 353-4430,43.1499,-88.0038,Destiny High School,private,school
Milwaukee Academy,W. Watertown Plank Rd.,Wauwatosa,WI,53226,(414) 257-3141,43.0421,-88.0303,Milwaukee Academy,private,school
Operation Fresh Start,1925 Winnebago St,Madison,WI,53704,(608) 244-4721,43.0909,-89.3556,Operation Fresh Start,private,school
Hope Christian High School,3215 N Dr Martin Luther King Dr,Milwaukee,WI,53212,(414) 264-4476,43.0766,-87.9153,Hope Christian High School,private,school
The Learning Foundation of Florida,507 Royal Palm Beach Blvd,Royal Palm Beach,FL,33411,(561) 795-6886,26.6846,-80.2293,The Learning Foundation of Florida,private,school
Interactive Education Academy,1474 Bloomingdale Ave,Valrico,FL,33596,(813) 689-2087,27.895,-82.2571,Interactive Education Academy,private,school
Roanoke Baptist,11015 Lafayette Center Rd,Roanoke,IN,46783,(260) 478-5500,40.9596,-85.2818,Roanoke Baptist,private,school
Crossroad School,11 Huron Dr,Natick,MA,1760,(508) 651-7500,42.3134,-71.3398,Crossroad School,private,school
Waldorf High School of Massachusetts Bay,160 Lexington St,Belmont,MA,2478,(617) 489-6600,42.383,-71.1886,Waldorf High School of Massachusetts Bay,private,school
Regents School of Oxford,14 County Road 130,Oxford,MS,38655,(662) 232-1945,34.4219,-89.568,Regents School of Oxford,private,school
Villa Duchesne & Oak Hill School,801 S Spoede Rd,St. Louis,MO,63131,(314) 810-3469,38.6434,-90.4165,Villa Duchesne & Oak Hill School,private,school
Monarch School,26 Aspen Lane,Heron,MT,59844,(406) 847-5095,48.0622,-116.006,Monarch School,private,school
Monmouth Christian Academy,665 Holmdel Rd,Hazlet,NJ,7730,(732) 739-1282,40.4136,-74.1898,Monmouth Christian Academy,private,school
Robert Louis Stevenson School,24 W 74th St,New York,NY,10023,(212) 787-6400,40.7778,-73.9763,Robert Louis Stevenson School,private,school
Marymount School of New York,1026 5th Ave,New York,NY,10028,(212) 744-4486,40.7798,-73.9613,Marymount School of New York,private,school
Phoenix Montessori Academy,PO Box 1224,Cornelius,NC,28031,(704) 453-1467,35.3909,-80.853,Phoenix Montessori Academy,private,school
Charlotte Islamic Academy,8810 Hickory Ridge Rd,Harrisburg,NC,28075,(704) 537-1772,35.2936,-80.6271,Charlotte Islamic Academy,private,school
Christian Community School,35716 Royalton Rd,Grafton,OH,44044,(440) 748-6224,41.3147,-82.0145,Christian Community School,private,school
St Martin De Porres High School,6111 Lausche Ave,Cleveland,OH,44103,(216) 881-1689,41.5231,-81.6481,St Martin De Porres High School,private,school
Fort Bend Christian Academy,1250 7th St,Sugar Land,TX,77478,(281) 263-9175,29.6301,-95.6152,Fort Bend Christian Academy,private,school
Puget Sound Community School,660 S Dearborn St,Seattle,WA,98134,(206) 324-4350,47.5963,-122.324,Puget Sound Community School,private,school
Menachem Mendel Seattle Cheder Day School,6208 60th Ave NE,Seattle,WA,98115,(206) 523-9766,47.6736,-122.263,Menachem Mendel Seattle Cheder Day School,private,school
Apprende Private School,2495 Marshall Rd,St. Louis,MO,63122,(636) 225-5485,38.5558,-90.4577,Apprende Private School,private,school
Childrens Creative/Performing Arts Academy San Die,3051 El Cajon Blvd,San Diego,CA,92104,(619) 584-2454,32.7549,-117.129,Childrens Creative/Performing Arts Academy San Die,private,school
Cornerstone Christian Academy,1600 McCurdy Ave North,Rainsville,AL,35986,(256) 638-9311,34.5137,-85.8324,Cornerstone Christian Academy,private,school
Evangel Classical Christian School,423 Thompson Rd,Alabaster,AL,35007,(205) 216-0149,33.2382,-86.8381,Evangel Classical Christian School,private,school
Liberty Christian Academy,6936 Us Highway 43,Guin,AL,35563,(205) 468-3620,33.9668,-87.9043,Liberty Christian Academy,private,school
The Jackson Academy,1954 Coffeeville Road,Jackson,AL,36545,(251) 246-5552,31.5384,-87.9087,The Jackson Academy,private,school
Little Flock Ministries,2740 Lowes Court,Montgomery,AL,36116,(334) 288-7475,32.3253,-86.2504,Little Flock Ministries,private,school
Westminster School at Oak Mountain,5080 Cahaba Valley Trce,Birmingham,AL,35242,(205) 995-9694,33.3761,-86.7066,Westminster School at Oak Mountain,private,school
Centennial Baptist School,3610 E Ustick Rd,Caldwell,ID,83605,(208) 454-1997,43.6328,-116.654,Centennial Baptist School,private,school
Standard Christian School,230 Pine St SE,Albany,OR,97321,(541) 926-0654,44.638,-123.088,Standard Christian School,private,school
The Portland Montessori School,205 NE 50th Ave,Portland,OR,97213,(503) 688-2992,45.5244,-122.612,The Portland Montessori School,private,school
Covenant Academy,1079 Country Club Dr,Mc Minnville,TN,37110,(931) 668-6185,35.6232,-85.8729,Covenant Academy,private,school
A Habitat for Learning,3242 Beltway S,Abilene,TX,79606,(325) 692-2481,32.3526,-99.7648,A Habitat for Learning,private,school
The Fulton School,1626 Smirl Drive,Heath,TX,75032,(972) 772-4445,32.8599,-96.4724,The Fulton School,private,school
The Baptist Preparatory School,62 Pleasant Valley Dr,Little Rock,AR,72212,(501) 227-7077,34.7793,-92.4014,The Baptist Preparatory School,private,school
Pleasant Hill Academy,140 Pompei Dr.,Kissimmee,FL,34758,(407) 944-1378,28.1628,-81.4787,Pleasant Hill Academy,private,school
Rising Stars Academy,2155 Sarno Rd,Melbourne,FL,32935,(321) 259-4944,28.1214,-80.6566,Rising Stars Academy,private,school
The Hirsch Academy,705 S Candler St,Decatur,GA,30030,(404) 378-9706,33.7607,-84.2932,The Hirsch Academy,private,school
Maplestone,2435 Milton Mills Road,"Acton,",ME,4001,(207) 477-2829,43.5022,-70.937,Maplestone,private,school
The School at Sweetser - Belfast,9 School St,Belfast,ME,4915,(207) 930-2900,44.4196,-69.011,The School at Sweetser - Belfast,private,school
Canon Christian Academy,19381 Highway 314,Belen,NM,87002,(508) 859-4041,34.6845,-106.767,Canon Christian Academy,private,school
Ahrc Middle/High School,1201 66th St,Brooklyn,NY,11219,(718) 259-4265,40.6267,-74.0039,Ahrc Middle/High School,private,school
Village Free School,PO Box 12590,Portland,OR,97212,(503) 788-3935,45.5099,-122.665,Village Free School,private,school
Temple Christian Academy,2905 Standridge Rd,Anderson,SC,29625,(864) 226-1259,34.509,-82.6943,Temple Christian Academy,private,school
Ace Academy,3901 Shoal Creek Blvd,Austin,TX,78756,(512) 206-4070,30.3082,-97.7474,Ace Academy,private,school
Angleton Christian School,3133 N Valderas St,Angleton,TX,77515,(979) 864-3842,29.1983,-95.4302,Angleton Christian School,private,school
Bridge Builder Academy,1221 W. Campbell Rd. Suite 209,Richardson,TX,75080,(972) 516-8844,32.9772,-96.7612,Bridge Builder Academy,private,school
Central Baptist Christian Academy,1601 SW 58th Ave,Amarillo,TX,79110,(806) 372-1464,35.1483,-101.854,Central Baptist Christian Academy,private,school
Maran-Ata Christian Academy,8800 Cristo Viene Dr,El Paso,TX,79907,(915) 592-1909,31.7117,-106.316,Maran-Ata Christian Academy,private,school
New Life Christian School,800 Doyle St.,Longview,TX,75601,(903) 445-6884,32.5107,-94.708,New Life Christian School,private,school
Northstar School,4620 Park Springs Blvd,Arlington,TX,76017,(817) 478-5852,32.6697,-97.1674,Northstar School,private,school
Safe Haven Christian Academy,803 N Dr Martin L King Jr Dr,Prichard,AL,36610,(251) 457-6088,30.7421,-88.0774,Safe Haven Christian Academy,private,school
Heritage Christian Academy,2506 Zurich Dr,Fort Collins,CO,80524,(970) 494-1022,40.5901,-105.033,Heritage Christian Academy,private,school
The Siena School,1300 Forest Glen Rd,Silver Spring,MD,20901,(301) 244-3600,39.0165,-77.031,The Siena School,private,school
Liberty Classical Academy,3878 Highland Ave,St. Paul,MN,55110,(651) 772-2777,45.0583,-93.0193,Liberty Classical Academy,private,school
Great Circle-Tom Butterfield Campus,1126 E. Highway W W,Marshall,MO,65340,(660) 886-9142,39.1008,-93.1793,Great Circle-Tom Butterfield Campus,private,school
The Henderson International School,1165 Sandy Ridge Ave,Henderson,NV,89052,(702) 818-2100,35.987,-115.092,The Henderson International School,private,school
Colonial Christian Academy,197 Locust Ave,West Long Branch,NJ,7764,(732) 222-5683,40.2857,-74.0175,Colonial Christian Academy,private,school
Hopewell Academy,101 Preston Executive Dr,Cary,NC,27513,(919) 481-2123,35.7912,-78.8263,Hopewell Academy,private,school
Lehigh Learning Academy,113 South Main St.,Nazareth,PA,18064,(610) 365-8850,40.7402,-75.3116,Lehigh Learning Academy,private,school
Clarksville Christian School,505 Highway 76,Clarksville,TN,37043,(931) 647-8180,36.5145,-87.2591,Clarksville Christian School,private,school
Tilden Preparatory School,1231 Solano Ave,Albany,CA,94706,(510) 525-5506,37.8907,-122.295,Tilden Preparatory School,private,school
Boca Raton Christian School,315 NW 4th St,Boca Raton,FL,33432,(561) 391-2727,26.3549,-80.0929,Boca Raton Christian School,private,school
Blackhawk Christian School,7400 E State Blvd,Fort Wayne,IN,46815,(260) 493-7400,41.1056,-85.0461,Blackhawk Christian School,private,school
Notre Dame Jr/Sr High School,60 Spangenburg Ave,East Stroudsburg,PA,18301,(570) 421-0466,41.0035,-75.1673,Notre Dame Jr/Sr High School,private,school
Allan Cott School,150 Glenwood Ln,Birmingham,AL,35242,(205) 795-3235,33.4782,-86.6604,Allan Cott School,private,school
Cathedral Academy,1204 Highland Ave,Selma,AL,36703,(334) 872-9997,32.4312,-87.0221,Cathedral Academy,private,school
Cullman Christian School,708 7th St SW,Cullman,AL,35055,(256) 734-0734,34.1677,-86.8468,Cullman Christian School,private,school
The Pinnacle School,500 Governors Dr SW,Huntsville,AL,35801,(256) 536-9515,34.7205,-86.5865,The Pinnacle School,private,school
Success Unlimited,2328 Fairlane Dr,Montgomery,AL,36116,(334) 213-0803,32.3362,-86.2329,Success Unlimited,private,school
Uab Engel Therapeutic School and Day Treatment,930 20th St S Ste 357,Birmingham,AL,35294,(205) 975-4537,33.5023,-86.7979,Uab Engel Therapeutic School and Day Treatment,private,school
Birchwood Christian School,22208 Birchwood Loop Rd,Chugiak,AK,99567,(907) 688-2228,61.4039,-149.469,Birchwood Christian School,private,school
Centennial Academy,265 W. Cannon Ave.,Centennial Park,AZ,86021,(928) 875-2203,36.9574,-112.982,Centennial Academy,private,school
Florence Baptist Academy,30 N Willow St,Florence,AZ,85132,(520) 868-1728,33.0315,-111.39,Florence Baptist Academy,private,school
Gateway Academy,9659 N Hayden Rd,Scottsdale,AZ,85258,(480) 998-1071,33.5744,-111.906,Gateway Academy,private,school
Living Word Academy-Southwest Indian School,Hwy 86-behind Assembly of God Church,Sells,AZ,85634,(520) 383-8424,32.0952,-112.062,Living Word Academy-Southwest Indian School,private,school
Spring Ridge Academy,13690 S Burton Rd,Spring Valley,AZ,86333,(928) 632-4602,34.3462,-112.167,Spring Ridge Academy,private,school
Ville De Marie Academy,7940 E Roosevelt St,Scottsdale,AZ,85257,(480) 947-9441,33.4595,-111.91,Ville De Marie Academy,private,school
Vision Christian Academy,13419 W Ocotillo Rd,Glendale,AZ,85307,(623) 505-5631,33.5325,-112.349,Vision Christian Academy,private,school
Garrett Memorial Christian School,1 Genesis Dr,Hope,AR,71801,(870) 777-3256,33.6808,-93.6175,Garrett Memorial Christian School,private,school
Providence Classical Christian Academy,4911 W Pleasant Grove Rd,Rogers,AR,72758,(479) 236-8277,36.2879,-94.1884,Providence Classical Christian Academy,private,school
South Arkansas Christian School,1707 E. First Street,Lewisville,AR,71845,(870) 921-5050,33.3589,-93.5573,South Arkansas Christian School,private,school
Anova Center for Education Sonoma County,50 Mark West Springs Rd #101,Santa Rosa,CA,95403,(707) 527-0183,38.4932,-122.749,Anova Center for Education Sonoma County,private,school
The Avalon Academy,818 Mahler Rd,Burlingame,CA,94010,(650) 777-9100,37.5979,-122.367,The Avalon Academy,private,school
Bayhill High School,1940 Virginia Stre,Berkeley,CA,94709,(510) 964-0599,37.8762,-122.272,Bayhill High School,private,school
Berean Bible Baptist Academy,881 Kuhn Dr Ste 102,Chula Vista,CA,91914,(619) 421-4151,32.6526,-116.965,Berean Bible Baptist Academy,private,school
Bnos Devorah High School,461 N La Brea Ave,Los Angeles,CA,90036,(323) 930-0047,34.08,-118.344,Bnos Devorah High School,private,school
Brookside Christian School,915 Rosemarie Ln,Stockton,CA,95207,(209) 954-7653,37.9886,-121.316,Brookside Christian School,private,school
Calvary Chapel Christian School of Whittier,12817 Hadley St,Whittier,CA,90601,(562) 907-2130,33.983,-118.039,Calvary Chapel Christian School of Whittier,private,school
Calvary Chapel Christian Academy,27912 Adams Ave,Menifee,CA,92585,(951) 928-1166,33.7474,-117.173,Calvary Chapel Christian Academy,private,school
The Cambridge School,12855 Black Mountain Rd,San Diego,CA,92129,(858) 484-3488,32.9522,-117.129,The Cambridge School,private,school
Cathedral Catholic High School,5555 Del Mar Heights Rd,San Diego,CA,92130,(858) 523-4000,32.9596,-117.201,Cathedral Catholic High School,private,school
Citizen Learning Academy,6715 S Western Ave,Los Angeles,CA,90047,(323) 753-5211,33.9781,-118.309,Citizen Learning Academy,private,school
Faith Academy Lake Arrowhead,232 Bret Harte Rd,Lake Arrowhead,CA,92352,(909) 337-9341,34.2539,-117.178,Faith Academy Lake Arrowhead,private,school
Mater Dei Catholic High School,1615 Mater Dei Dr,Chula Vista,CA,91913,(619) 423-2121,32.6212,-116.975,Mater Dei Catholic High School,private,school
New Harvest Christian School,1461 N Chestnut Ave,Fresno,CA,93703,(559) 452-1477,36.7623,-119.737,New Harvest Christian School,private,school
Open Door Christian Academy,1011 N Harbor Blvd,Anaheim,CA,92801,(714) 776-7833,33.8481,-117.925,Open Door Christian Academy,private,school
Pacific Ridge School,6269 El Fuerte St,Carlsbad,CA,92009,(760) 448-9820,33.1228,-117.25,Pacific Ridge School,private,school
Paideia Academy,330 Worrell Road,Antioch,CA,94509,(925) 813-5845,37.9938,-121.799,Paideia Academy,private,school
Providence,630 E Canon Perdido St,Santa Barbara,CA,93103,(805) 962-4400,34.4273,-119.693,Providence,private,school
Sterling West Los Angeles,207 Hindry Ave,Inglewood,CA,90301,(310) 665-0902,33.9611,-118.374,Sterling West Los Angeles,private,school
Regency Baptist Academy,6930 Hazel Ave,Orangevale,CA,95662,(916) 987-1611,38.6923,-121.224,Regency Baptist Academy,private,school
The Arch Academy,9445 Farnham St # 101,San Diego,CA,92123,(619) 887-4682,32.8322,-117.125,The Arch Academy,private,school
Sierra School of Solano County,5416 Holdener Rd,Elmira,CA,95620,(707) 453-6227,38.3516,-121.905,Sierra School of Solano County,private,school
Spectrum Center - Ygnacio Campus,755 Oak Grove Road,Concord,CA,94518,(925) 685-9703,37.9334,-122.026,Spectrum Center - Ygnacio Campus,private,school
St Michael'S Academy,4524 Garfield Ave,Carmichael,CA,95608,(916) 397-6402,38.6469,-121.336,St Michael'S Academy,private,school
Stellar Learning Academy,1 W Campbell Ave Ste J71,Campbell,CA,95008,(408) 866-4996,37.2877,-121.952,Stellar Learning Academy,private,school
Valley Star High School,9355 Opal Ave,Mentone,CA,92359,(909) 705-5998,34.083,-117.135,Valley Star High School,private,school
The Williams Academy,6245 King Rd,Loomis,CA,95650,(916) 259-2790,38.8255,-121.188,The Williams Academy,private,school
Xavier College Preparatory High School,34200 Cook St,Palm Desert,CA,92211,(760) 601-3900,33.7959,-116.351,Xavier College Preparatory High School,private,school
Landmark Baptist School,1600 Ute Ave,Grand Junction,CO,81501,(970) 243-7617,39.0662,-108.546,Landmark Baptist School,private,school
Mountain Valley Christian Academy,1117 Jackson Avenue,Kremmling,CO,80459,(970) 724-9604,40.0616,-106.381,Mountain Valley Christian Academy,private,school
Valor Christian High School,3775 Grace Blvd,Highlands Ranch,CO,80126,(303) 471-3000,39.5405,-104.943,Valor Christian High School,private,school
Charter Oak Education Dba Sterling East,1294 Blue Hills Ave Unit C,Bloomfield,CT,6002,(860) 263-7967,41.8545,-72.7047,Charter Oak Education Dba Sterling East,private,school
Faith Prep School,600 Danbury Rd,New Milford,CT,6776,(860) 210-3677,41.502,-73.4178,Faith Prep School,private,school
Hamden Hall Country Day School,1108 Whitney Ave,Hamden,CT,6517,(203) 752-2600,41.3416,-72.9138,Hamden Hall Country Day School,private,school
Jewish High School of Connecticut,1937 W Main St,Stamford,CT,6902,(203) 357-0850,41.051,-73.5611,Jewish High School of Connecticut,private,school
Agape Christian Academy,24068 Us Hwy 27,Moore Haven,FL,33471,(863) 946-0521,26.8326,-81.1179,Agape Christian Academy,private,school
Aldersgate Academy,51 Childrens Way,Deltona,FL,32725,(386) 668-4774,28.8681,-81.2665,Aldersgate Academy,private,school
American Christian School & Art Center,5888 W 20th Ave,Hialeah,FL,33016,(305) 827-6544,25.8768,-80.3242,American Christian School & Art Center,private,school
American Preparatory Academy,4850 S Pine Island Rd,Davie,FL,33328,(954) 434-8936,26.0602,-80.2594,American Preparatory Academy,private,school
Broward Academy,7601 SW 39th St.,Davie,FL,33328,(954) 401-2024,26.0737,-80.2496,Broward Academy,private,school
Calvary Baptist Church Academy,1945 N Florida Ave,Lakeland,FL,33805,(863) 683-6781,28.0725,-81.9571,Calvary Baptist Church Academy,private,school
Chosen Generation Christian Academy,4906 Old Pleasant Hill Rd,Kissimmee,FL,34759,(407) 870-2389,28.1392,-81.4481,Chosen Generation Christian Academy,private,school
Church of Scientology Cadet School,1875 Drew St.,Clearwater,FL,33765,(727) 482-6395,27.968,-82.76,Church of Scientology Cadet School,private,school
Coates Learning Center,3359 Belvedere Rd Ste F,West Palm Beach,FL,33406,(561) 689-2323,26.6922,-80.093,Coates Learning Center,private,school
Community Christian Learning Center,750 Roger Williams Rd.,Apopka,FL,32703,(407) 408-0320,28.6693,-81.4858,Community Christian Learning Center,private,school
Conductive Ed Center of Orlando,931 S Semoran Blvd Ste 220,Winter Park,FL,32792,(407) 671-4687,28.5846,-81.3056,Conductive Ed Center of Orlando,private,school
Crossroads Academy,3681 NE 7th St,Ocala,FL,34470,(352) 694-4466,29.1943,-82.0854,Crossroads Academy,private,school
Easter Seals Academy,1475 NW 14th Ave,Miami,FL,33125,(305) 547-4715,25.7889,-80.2182,Easter Seals Academy,private,school
Endtime Christian School of Excellence,200 S 3rd St,Lake Wales,FL,33853,(863) 676-8299,27.8987,-81.5856,Endtime Christian School of Excellence,private,school
Faith Baptist Academy,6300 Oakley Blvd,Wesley Chapel,FL,33544,(813) 907-9462,28.2493,-82.352,Faith Baptist Academy,private,school
Faith Fellowship School,28945 SW 187th Ave,Homestead,FL,33030,(305) 246-5534,25.4981,-80.4934,Faith Fellowship School,private,school
Family Christian Academy Orlando,9580 Curry Ford Rd,Orlando,FL,32825,(407) 568-9837,28.508,-81.2505,Family Christian Academy Orlando,private,school
Fathers Harbor Academy,4519 Beach Blvd Ste 100 Bldg 4200,Jacksonville,FL,32207,(904) 306-9579,30.2991,-81.6193,Fathers Harbor Academy,private,school
Grace and Faith International Academy,5725 S. University Dr,Davie,FL,33328,(754) 680-7724,26.0492,-80.2519,Grace and Faith International Academy,private,school
Gateway Academy,1213 Hope Cir,Bonifay,FL,32425,(850) 547-9011,30.9633,-85.6982,Gateway Academy,private,school
Grace Academy International,780 Fisherman St,Opa Locka,FL,33054,(305) 681-2500,25.902,-80.2514,Grace Academy International,private,school
Heart to Heart Christian Academy & Childcare,8247 Ramona Blvd W,Jacksonville,FL,32221,(904) 783-8631,30.3141,-81.7862,Heart to Heart Christian Academy & Childcare,private,school
Hillsdale Christian Academy,6201 Ehrlich Rd,Tampa,FL,33625,(813) 884-8250,28.0804,-82.5602,Hillsdale Christian Academy,private,school
Victory Preparatory School,110 Masters Dr,St. Augustine,FL,32084,(904) 810-0535,29.9025,-81.3326,Victory Preparatory School,private,school
Hope Ranch Learning Academy,17933 East Rd,Hudson,FL,34667,(727) 232-0119,28.4183,-82.6018,Hope Ranch Learning Academy,private,school
Jacksonville School for Autism,9000 Cypress Green Dr,Jacksonville,FL,32256,(904) 732-4343,30.224,-81.5707,Jacksonville School for Autism,private,school
La Amistad Educational Center,1650 N Park Ave,Maitland,FL,32751,(407) 637-3054,28.6131,-81.3642,La Amistad Educational Center,private,school
Lakewood Christian School,6250 Old Bethel Rd,Crestview,FL,32536,(850) 683-1114,30.7956,-86.5635,Lakewood Christian School,private,school
Learning Links School House,14515 SW 120th St,Miami,FL,33186,(305) 271-3500,25.6568,-80.4296,Learning Links School House,private,school
Arbor School of Centa,1010 Spring Villas Pt,Winter Springs,FL,32708,(407) 388-1808,28.6466,-81.2746,Arbor School of Centa,private,school
Lighthouse Baptist Academy,3834 Howell Branch Rd.,Winter Park,FL,32792,(407) 678-3890,28.6231,-81.2988,Lighthouse Baptist Academy,private,school
Lighthouse Private Christian Academy,5613 Gulf Breeze Pkwy,Gulf Breeze,FL,32563,(850) 542-7828,30.4,-86.9889,Lighthouse Private Christian Academy,private,school
Millennial Christian School,2000 Lane Ave S,Jacksonville,FL,32210,(904) 772-6400,30.2818,-81.7562,Millennial Christian School,private,school
Nationwide Academy,1777 N 17th Ct.,Hollywood,FL,33020,(754) 802-0776,26.0271,-80.142,Nationwide Academy,private,school
Bethel Christian Academy,515 Ave I NW,Winter Haven,FL,33881,(863) 875-5573,28.0308,-81.732,Bethel Christian Academy,private,school
New Horizons Christian Academy,4281 Palm Ave,West Palm Beach,FL,33406,(561) 433-5933,26.6602,-80.1087,New Horizons Christian Academy,private,school
North Florida Educational Institute,580 Lawton Ave,Jacksonville,FL,32208,(904) 764-0084,30.3862,-81.6432,North Florida Educational Institute,private,school
Odessa Christian School,19521 Michigan Ave,Odessa,FL,33556,(813) 792-1825,28.1646,-82.5779,Odessa Christian School,private,school
Old Paths Christian Academy,5795 Imperial Lakes Blvd,Mulberry,FL,33860,(863) 646-2135,27.9375,-81.9778,Old Paths Christian Academy,private,school
Out of Door Academy-Upper School,444 Reid St,Sarasota,FL,34242,(941) 349-3223,27.2859,-82.56,Out of Door Academy-Upper School,private,school
Potter'S Wheel Academy,3993 Fort Payne Dr A3,Bowling Green,FL,33834,(941) 284-4076,27.6274,-81.8235,Potter'S Wheel Academy,private,school
Score Academy,750 Park of Commerce Blvd Ste 120,Boca Raton,FL,33487,(561) 241-1610,26.3974,-80.0997,Score Academy,private,school
Score at the Top Palm Beach Llc,10435 Riverside Dr,Palm Beach Gardens,FL,33410,(561) 345-2855,26.8295,-80.0956,Score at the Top Palm Beach Llc,private,school
Betton Hills School,2205 Thomasville Rd,Tallahassee,FL,32308,(850) 656-9211,30.4725,-84.2647,Betton Hills School,private,school
Shepherd of the Woods Lutheran School - II,6595 Columbia Park Ct,Jacksonville,FL,32258,(904) 641-3393,30.1528,-81.5419,Shepherd of the Woods Lutheran School - II,private,school
Shiloh Christian Academy,155 E University Blvd,Melbourne,FL,32901,(321) 728-1700,28.0632,-80.618,Shiloh Christian Academy,private,school
Temple College Preparatory,1766 W 17th St,Jacksonville,FL,32209,(904) 598-0078,30.3538,-81.6861,Temple College Preparatory,private,school
Temple Christian Academy,4200 Georgetown Dr,Jacksonville,FL,32210,(904) 778-8655,30.2617,-81.7666,Temple Christian Academy,private,school
The Beverly Institute,5310 Lenox Ave Ste 13,Jacksonville,FL,32205,(904) 394-0877,30.312,-81.7351,The Beverly Institute,private,school
The Oaks Private School,7291 SW County Road 141,Jasper,FL,32052,(386) 938-1352,30.4503,-83.162,The Oaks Private School,private,school
The Paragon School,4710 Adanson Street,Orlando,FL,32803,(407) 644-1546,28.5994,-81.3938,The Paragon School,private,school
Touched by Grace Academy,700 Timber Ridge Trail SW,Vero Beach,FL,32962,(772) 567-8110,27.5923,-80.3938,Touched by Grace Academy,private,school
"Virtue Academy Christian School, Inc.",16 E 1st St,Frostproof,FL,33843,(863) 635-6944,27.7446,-81.53,"Virtue Academy Christian School, Inc.",private,school
Washburn Academy,805 Dempsey St,Clearwater,FL,33756,(727) 647-1668,27.9484,-82.7953,Washburn Academy,private,school
Advance Learning Center,10600 Colerain Rd,St. Marys,GA,31558,(912) 882-5327,30.7774,-81.5915,Advance Learning Center,private,school
Atlanta Country Day School,8725 Dunwoody Pl Ste 2,Atlanta,GA,30350,(770) 998-0311,33.9955,-84.3487,Atlanta Country Day School,private,school
Brookwood Christian Language School,4728 Wood St,Acworth,GA,30101,(678) 401-5855,34.0696,-84.6882,Brookwood Christian Language School,private,school
Dawson Christian Academy,77 Hugh Stowers Rd,Dawsonville,GA,30534,(706) 265-7990,34.3915,-84.0886,Dawson Christian Academy,private,school
Devereux Ackerman Academy,1291 Stanley Rd NW,Kennesaw,GA,30152,(770) 427-0147,33.9856,-84.6082,Devereux Ackerman Academy,private,school
Evans Christian Academy,213 South Old Belair Rd,Grovetown,GA,30813,(706) 364-3565,33.4973,-82.1663,Evans Christian Academy,private,school
Faith Christian Academy of Griffin,501 W. Broad Street,Griffin,GA,30223,(770) 227-7383,33.2508,-84.2709,Faith Christian Academy of Griffin,private,school
Heritage Baptist Christian School,1843 Peeksville Rd,Locust Grove,GA,30248,(770) 320-7735,33.3571,-84.0535,Heritage Baptist Christian School,private,school
